Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.9628102006405,76.3689821667623,76.8782066115786,77.4019458954656,77.9204001256526,78.4318651214661,78.9370961710911,79.4353345856474,79.9267237226483,80.4094271857812,80.8850164351902,81.3519879199082,81.8179821315026,82.2751583561412,82.7234244328951,83.1619215172849,83.5864062697549,83.9961178691327,84.3913137081785,84.8394848926625,85.2751917542767,85.6986632731503,85.9121143953787,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.0817937576702,98.0098979236459,97.9380020896215,97.8661062555972,97.7942104215728,97.7223145875485,97.6504187535241,97.5785229194998,97.5066270854755,97.4347312514511,97.3628354174268,97.2909395834024,97.2190437493781,97.1471479153537,97.0752520813294,97.003356247305,97.003356247305,97.003356247305,97.003356247305,97.003356247305,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.6697888529143,80.3252807935525,80.936422443979,81.5412679602195,82.1397139231249,82.731665320308,83.3170381280125,83.895823115831,84.4678253980994,85.0329499671884,85.5911073264404,86.1422718062614,86.686530708514,87.2235597131944,87.7533252357355,88.275580629965,88.7902053889185,89.2969930943264,89.7957758492581,90.2863663521825,90.7685835327375,91.2422508128062,91.2350965073504,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.999996990304,99.9999983868204,99.9999987228149,100,99.9999994573325,100,99.999998516524,100,100,99.9999985708445,99.9999996591429,100,100,99.9999988536471,100,100,99.9999971771538,100,100,100,100,100,99.9999974368313,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.10497708421,95.10497708421,95.10497708421,95.3383295002079,95.5716819162058,95.8050343322036,96.0383867482015,96.2717391641993,96.5050915801972,96.7384439961951,96.9717964121929,97.2051488281908,97.4385012441887,97.6718536601866,97.9052060761844,98.1385584921823,98.3719109081802,98.6052633241781,98.8386157401759,99.0719681561738,99.3053205721716,99.5386729881695,99.5386729881695,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999997720245,99.9999994727498,99.9999996042885,99.9999994777015,99.9999984208119,100,99.9999977338024,100,99.9999974555785,100,99.9999988878029,100,100,99.9999995940721,99.9999988101768,99.9999992554402,100,100,100,100,100,99.9999962306108,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.6461725738748,80.6712485778784,80.697556235523,80.7254005845665,80.7547757336457,80.7870236509338,80.8357507918115,80.8860732414651,80.9386665632115,80.9928505979787,81.048950444765,81.1069673480345,81.1669027053438,81.2287535155048,81.2921378883304,81.3531277628567,81.4159724476439,81.4356769312004,81.5210869682532,81.6122389735586,81.7087539746033,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.4862898335816,38.2323921535631,38.9070640104782,39.5615764536022,40.1952996142198,40.8076339348269,41.3997749332035,41.9711167865491,42.5210848692935,43.0508252721647,43.5597544905099,44.0473292776335,44.5146416573825,44.9611346362854,45.3946527650978,45.8159264872674,46.2236182374411,46.6184774422592,46.9992412972418,47.3666848215679,47.7205800435476,48.060252645199,48.896070488521,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4422771880572,45.7286131867996,47.2883073743618,48.8567642406248,50.4334927622484,52.0176713923367,53.6095346466067,55.2089706747755,56.8158520956791,58.4287046846298,60.048448967519,61.6709575534606,63.296219919828,64.9235673868733,66.5530061054195,68.1845425049661,69.8172268810042,71.451735522149,73.0874579051768,74.7241263304551,76.361790269796,78.0001935748374,79.6394085948484,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.930392740577,98.9365672052089,98.9427851735499,98.9489712873125,98.9551262049006,99.0331690848996,99.1103679025575,99.1865424673017,99.2617910342725,99.3360659114079,99.4093744790068,99.4815697383389,99.5526443472982,99.6224120978743,99.6909074982026,99.7588470760038,99.8254560227894,99.8864983196803,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.8854893538115,96.8894420680536,96.8933932349043,96.8973446794941,96.9013161842229,96.9594603137634,97.0165477785083,97.0727320878475,97.1281380530316,97.1828877852087,97.2371451233877,97.2910338729364,97.3446985613481,97.3982677624482,97.4518918318534,97.5057069828448,97.5598502743557,97.6144574010482,97.6696730194752,97.7256237924336,97.7824419960381,97.8402722140626,97.842561810109,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.8436215951858,97.052725714739,97.2618298342922,97.4709339538454,97.6800380733986,97.8891421929518,98.098246312505,98.3073504320582,98.5164545516114,98.7255586711646,98.9346627907178,99.143766910271,99.3528710298242,99.5619751493774,99.7710792689306,99.9801833884838,100,100,100,100,100,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,99.999999286078,99.9999970520901,99.9999971549165,100,99.9999965995429,100,100,99.9999985460061,100,100,99.9999982454226,99.9999993871015,99.9999993849234,99.999995923009,100,99.9999993472911,100,99.9999955421284,99.9999987035841,100,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5205824915743,97.6062442578672,97.7569213575175,97.8498762030024,97.9430734387392,98.2790847811054,98.3536390693119,98.432683936022,98.5094184102207,98.5757234300098,98.6388700417711,98.7000570849247,98.7626026262073,98.8239045795427,98.8864224772979,98.9465042258728,99.00586907554,99.0642777118226,99.1187332343294,99.1687459232525,99.2114420358163,99.2448715605052,99.2920731896937,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.6380751384865,85.633767394233,85.6294594553516,85.6251519486473,85.693648626899,86.0602737315176,86.4235170420893,86.783197423425,87.1393577072111,87.4916173094102,87.8404476591595,88.2854887282793,88.798794146094,89.2944806885204,89.7744713393211,90.238487000101,90.6874246575997,91.1148947044759,91.5230953938103,91.8882639823975,92.1680313333192,92.3097193933451,92.4399687647301,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.7932298365926,88.9844533301431,85.7373889729041,86.0183406398176,86.34226096267,86.6707996125935,87.4218385321401,87.7277779142715,88.0482912871889,88.4082303868347,88.7326544254049,89.0158914971132,89.313438743981,89.6360528112978,89.9741307587317,90.3729424637639,90.7592792387016,91.1507989870704,91.5262429445759,91.795162062392,92.7592872871381,93.0039635258814,93.2370206525695,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.0103723999708,88.0411986593026,88.0423693304056,88.0432972137074,88.0461823260212,87.9192452982571,87.7607393867122,87.6050764209014,87.4457945670326,87.2769111148832,87.0945732218558,86.908078513501,86.7171931397754,86.5914655453933,86.463740488573,86.3336873775048,86.2034515886624,86.0762989728874,85.9441646327314,86.0475864487853,86.1113583554824,86.0572084951231,93.7398450674769,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.3640207649067,87.6027830851505,87.8385392713498,88.0732811150417,88.3071370228667,87.9905798672017,88.1440617187268,88.3118874800695,88.4779312858562,88.642191883269,88.8047528450212,88.9656021763823,89.1247311719253,89.2819713314618,89.4374847948449,89.5912469503616,89.7432459855344,89.8934102801381,90.0425979115228,90.1906503511874,90.3373369493084,90.4824630644152,90.6257538469708,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.3564770331005,99.3625888826252,99.3688588352502,99.3752808875779,99.3905507182376,99.4051896870702,99.4192326974435,99.4326747527669,99.4455464755296,99.4578364255929,99.4695705930484,99.4807528058898,99.4914143484921,99.5015302251586,99.511147271251,99.5202624333344,99.5288425689722,99.5369022731469,99.5444724184567,99.5515887428089,99.5582727416003,99.564552006041,99.5704494394572,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.5552977125429,89.9173275396009,90.2767156861899,90.6126509250145,90.8270090153794,91.0306750330875,91.2311405700682,91.4282616286243,91.6224163894361,91.8134554082341,92.0012444820873,92.1874281167023,92.371804723482,92.5543328461858,92.735108577371,92.9137986450208,93.2426372617578,93.5700537808249,93.8958373030586,94.182498815948,94.3957926093894,94.6061069769306,94.6515652983232,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7545561183875,31.7415215472398,31.7308543082929,31.7201883323159,31.7089302006926,32.7395779664836,33.7706619827124,34.8021835185737,35.8341434516428,36.8591179358119,37.8802570165898,38.8970353654873,39.9104998416853,40.9271667940676,41.9466985965934,42.9687651734413,43.9930330008888,45.0191783233948,46.0473416259177,47.0767255901086,48.1070226075146,49.1692326810418,50.2351809434902,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.2362190151531,77.7879198510234,79.2988558912089,80.6966115800717,82.0578364483405,83.4038094172464,84.7343030109567,86.0493988819789,87.34940587523,88.6341505522764,89.9037202338302,91.1581991748664,92.3978172967035,93.618796817874,94.8251554833038,96.0186086116123,97.1992968525856,98.3671694137756,99.5224912893959,99.5911140188522,99.5934707827491,99.5958982324205,99.5983928104585,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.1488865847973,80.9349728807421,81.7100789592886,82.474684134901,83.228525609799,83.9713814105883,84.7040840155234,85.4260756884851,86.0983257164264,86.7473234759731,87.3922024813053,88.0324057036576,88.668521405509,89.3000345168685,89.9272553412932,90.5504162789145,91.1691059497992,91.7835691514677,92.3950837119963,93.0032366873463,93.6079681449903,94.2088981939542,94.8058093151953,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.9786535058569,86.3458339282834,86.7353290540228,87.1255156450676,87.5163914921387,87.9079574573496,88.300211308836,88.6931489201816,89.086781337771,89.4811999864762,89.8807890071793,90.3027532664464,90.7233716794272,91.1427386256371,91.5606767241614,91.9773505590147,92.3926834183241,92.8078557116294,93.222835120702,93.6373567501473,94.0512327503984,94.4642805883106,94.8763113585893,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1592394224443,99.1574208743657,99.1555854357126,99.1537397635124,99.1519018066916,98.4269374145649,97.6997464122955,96.9696751320083,96.237152990062,95.5020825058949,94.7645729803903,94.0267326823036,93.2894896723265,92.5535483138945,91.8196871808371,91.0888058086284,90.3615703186745,90.3695800959207,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2296653665282,99.2163879122312,99.2046776613979,99.1944165915606,99.1856112955147,99.1782467357753,99.1723220427417,99.1678162409362,99.1647371583627,99.1630556133463,99.1627671316977,99.1638694569545,99.1663315159812,99.1701175619018,99.1752188842536,99.1816088485954,99.1892646693898,99.1981685973505,99.2082795604193,99.2195941125794,99.2320673881807,99.2456837063356,99.2604090152506,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2379379281257,99.2512565694923,99.2272962977117,99.2368085551728,99.2173573089859,99.118025855936,99.1108301097258,99.1078180248827,99.1067444842834,99.1035264034563,99.1233841407234,99.141990661392,99.1606218434064,99.1922081416378,99.2123506296586,99.2520743522096,99.2908301736091,99.3291629838847,99.3673650733088,99.4036001312909,99.442272072561,99.4820655567766,99.5422851140151,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4796362605593,45.2957271760912,46.2363077586756,47.1731727139814,48.1375665947967,49.1672736021743,50.1547992051738,51.109533054824,52.1476502430619,53.2095596957597,54.2674434466177,55.1437582899963,56.1984901374331,57.2514063952533,58.2911763860982,59.3212981988026,60.3418079199694,61.4011137902502,62.421913656173,63.4252030065697,64.3961109472737,65.3454532566108,66.2154152124941,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2132456329924,97.3607259079284,97.5082061828645,97.6556864578005,97.8031667327366,97.9506470076727,98.0981272826087,98.2456075575448,98.3930878324808,98.5405681074169,98.688048382353,98.835528657289,98.9830089322251,99.1304892071611,99.2779694820972,99.4254497570333,99.5729300319693,99.7204103069054,99.8678905818415,100,100,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9029247892536,99.9090710287163,99.915217268179,99.9213635076417,99.9275097471044,99.9336559865671,99.9398022260297,99.9459484654924,99.9520947049551,99.9582409444178,99.9643871838805,99.9705334233432,99.9766796628058,99.9828259022685,99.9889721417312,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,99.9999992831776,99.9999965363618,99.9999969086513,100,99.9999984443348,99.999997085641,100,99.9999990896957,100,99.9999996926513,100,100,99.9999994938716,99.9999996874349,100,100,100,100,99.9999996798846,100,99.9999977769296,99.9999979732841,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.346969033031,95.3464835099557,95.4208208420239,95.4995210865966,95.5795781237422,95.6594291305029,95.739075854412,95.8185098820316,95.8977415974711,95.9766636604907,96.055478248914,96.1340916047859,96.2138533850753,96.2945729464349,96.376342161291,96.4588851939079,96.5421961836255,96.6261776651853,96.7106491336878,96.7955268787445,96.8807180454075,96.9661268832914,97.0515979366034,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4877400812649,45.597310878186,46.7269188678981,47.6184186237104,48.4807001161199,49.3504746837897,50.2280357734339,51.1127958841887,52.0050439552417,52.9050782928433,53.812311723031,54.7270312962107,55.6495360555589,56.5792334362488,57.5210496360148,58.4752230978059,59.4411197028295,60.4192608419464,61.4095815029197,62.4117359707321,63.4259387180091,64.4521093451099,65.1008780704924,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.0628271690696,87.0579948902936,87.064744879935,87.0776449689648,87.0904378683408,87.3410974952211,87.5902548209258,87.8377590201019,88.0837000553997,88.3282366495514,88.5713883126493,88.8132055205682,89.0540729896839,90.1108837968064,91.1688531070319,92.2280018053418,93.2882850329994,94.3496926546639,95.4125105550728,96.4228349677627,97.3966472856546,98.2720159951158,99.0376144418681,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.7559974594775,69.2697762193741,69.8031998185503,70.3328947779321,70.8543956281794,71.3668935067394,71.8708584899915,72.3663035997042,72.8532368503242,73.3312416723324,73.8007821200292,74.2616684599327,74.714140731746,75.1549980628087,75.5849870092693,76.0042348196248,76.4130457301581,76.8117348936463,77.200595461434,77.335780426244,77.317357139711,77.2851304937535,77.3411165329901,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.6744410427302,98.6709231567811,98.6673971493448,98.6638614767812,98.6603423033735,98.6568008588509,98.6532791302563,98.6497582157805,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.7555406350506,60.8756144546024,61.9989937102872,63.1913822066463,64.4339943181148,65.6736809272597,66.911108985333,68.1456746962979,69.3772031298627,70.6051497639055,71.8300877317255,73.0514525533288,74.2687450783238,75.4821356227169,76.6914468030901,77.8987857430696,79.1033819690487,80.3052683415206,81.5034042834338,82.6975294805221,83.8869032487823,85.0712263043194,86.2497738333803,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.3067886279812,89.3019468426874,89.2970582916295,89.2921910184179,89.2871687965082,89.6523725384607,90.0188988119915,90.3866857574049,90.7558390153973,91.1263009793936,91.4981190223907,91.8712091293649,92.2482472043669,92.6269680658839,93.0063522288566,93.3864584076858,93.7672317299701,94.1483687252783,94.5300314404576,94.9123598279511,95.2955251429795,95.6796651425095,95.6781370756231,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.9099648774143,94.0354088114929,94.1608527455715,94.2862966796501,94.4117406137287,94.5371845478073,94.6626284818859,94.7880724159645,94.9135163500431,95.0389602841217,95.1644042182003,95.2898481522789,95.4152920863575,95.5407360204361,95.6661799545147,95.7916238885933,95.9170678226719,96.0425117567505,96.1679556908291,96.2933996249077,96.4188435589863,96.4188435589863,96.4188435589863,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.0842285669832,41.4103627667537,42.5175564440596,43.6249629264156,44.732540715921,45.8700983836474,47.0291549762346,48.1866496269663,49.3425067306744,50.4962996620825,51.647977765691,52.7978280289935,53.945779626201,55.0911064398499,56.234413472513,57.3753150579913,58.5140678398776,59.6526541621774,60.7914194412403,61.9298092529535,63.0675633656408,64.2044175927295,65.340117893082,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.5385136863648,96.4441033512408,96.3496930161167,96.2552826809926,96.1608723458685,96.0664620107445,95.9720516756204,95.8776413404963,95.7832310053722,95.6888206702482,95.5944103351241,95.5,95.4055896648759,95.3111793297519,95.3111793297519,95.3111793297519,95.3111793297519,95.3111793297519,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.9808919581419,97.9794240308172,97.976274013055,97.9731225515907,97.9699712874802,97.9668220089089,97.9636539676569,97.9604779628369,97.9573308005949,98.251652131533,98.6223365999811,98.9975433073385,99.3758339104534,99.5201692592559,99.7867524786684,99.7871908255865,99.7875192022145,99.7877339706798,99.7878305127762,99.7878178521954,99.7877013589871,99.7874584339023,99.7871080625055,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.2266536194353,89.4010294997043,87.1907584792656,87.4299173795985,87.6972457889846,87.9479054017915,88.4472541436147,88.6836643741132,88.9310466237095,89.2513409924864,89.5008322740821,89.7224692716785,89.9528051743017,90.2059034508993,90.4714807396061,90.7790035398969,91.0728965000525,91.371375435407,91.6042527243328,91.8071661178629,92.3862782193867,92.6046339609355,93.8495041940352,..
